package,package_url,version,identity,identity_url,title,status,fmm,wg,date,realm,auth
smart.who.int.immunizations,https://build.fhir.org/ig/WorldHealthOrganization/smart-immunizations/,R4,Measure/IMMZIND45,/xig/resource/smart.who.int.immunizations%7Ccurrent/Measure/IMMZIND45,IMMZIND45,draft,NA,NA,NA,NA,who
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS72FHIRSTKAntithromboticDay2,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS72FHIRSTKAntithromboticDay2,Antithrombotic Therapy By End of Hospital Day 2FHIR,active,NA,NA,NA,NA,NA
example.fhir.uv.mycontentig,https://build.fhir.org/ig/cqframework/sample-content-ig/,R4,Measure/DischargedonAntithromboticTherapyFHIRExample,/xig/resource/example.fhir.uv.mycontentig%7Ccurrent/Measure/DischargedonAntithromboticTherapyFHIRExample,Discharged on Antithrombotic Therapy FHIR Example,draft,NA,NA,NA,uv,hl7
gov.healthit.ecqi.ecqms.subset,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2024-subset/,R4,Measure/DischargedonAntithromboticTherapyFHIR,/xig/resource/gov.healthit.ecqi.ecqms.subset%7Ccurrent/Measure/DischargedonAntithromboticTherapyFHIR,Discharged on Antithrombotic TherapyFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS104FHIRSTKDCAntithrombotic,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS104FHIRSTKDCAntithrombotic,Discharged on Antithrombotic TherapyFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS71FHIRSTKAnticoagAFFlutter,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS71FHIRSTKAnticoagAFFlutter,Anticoagulation Therapy for Atrial Fibrillation/FlutterFHIR,active,NA,NA,NA,NA,NA
hl7.fhir.us.pco,https://build.fhir.org/ig/HL7/pco-ig/,R4,Measure/GoalIdentificationMeasure,/xig/resource/hl7.fhir.us.pco%7Ccurrent/Measure/GoalIdentificationMeasure,Person-Centered Goal Identification,draft,NA,pc,NA,us,hl7
hl7.fhir.us.pco,https://build.fhir.org/ig/HL7/pco-ig/,R4,Measure/GoalFollowUpMeasure,/xig/resource/hl7.fhir.us.pco%7Ccurrent/Measure/GoalFollowUpMeasure,Person-Centered Goal Follow-Up,draft,NA,pc,NA,us,hl7
hl7.fhir.us.davinci-deqm,https://build.fhir.org/ig/HL7/davinci-deqm/,R4,Measure/attestation-boolean-example,/xig/resource/hl7.fhir.us.davinci-deqm%7Ccurrent/Measure/attestation-boolean-example,Immunization Registry Reporting,active,NA,cqi,NA,us,hl7
hl7.fhir.us.mihr,https://build.fhir.org/ig/HL7/fhir-mmm-ig/,R4,Measure/PIHCohort,/xig/resource/hl7.fhir.us.mihr%7Ccurrent/Measure/PIHCohort,PIH Cohort,draft,NA,NA,NA,us,hl7
hl7.fhir.us.mihr,https://build.fhir.org/ig/HL7/fhir-mmm-ig/,R4,Measure/PAMDeaths,/xig/resource/hl7.fhir.us.mihr%7Ccurrent/Measure/PAMDeaths,PAMDeaths Cohort,draft,NA,NA,NA,us,hl7
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS0334FHIRPCCesareanBirth,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS0334FHIRPCCesareanBirth,Cesarean BirthFHIR,active,NA,NA,NA,NA,NA
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND44,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND44,HIV.IND.44 TPT initiation,draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND28,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND28,HIV.IND.28 Total attrition from ART,draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND45,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND45,HIV.IND.45 TPT completion,draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND33,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND33,HIV.IND.33 Early viral load testing (at six months),draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND18,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND18,HIV.IND.18 People living with HIV who know their HIV status (first 95),draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND27,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND27,HIV.IND.27 People living with HIV on ART,draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND19,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND19,HIV.IND.19 HTS test volume and positivity,draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND30,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND30,HIV.IND.30 New ART patients,draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND5,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND5,HIV.IND.5 Number of PEP recipients,draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND2,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND2,HIV.IND.2 Total PrEP recipients,draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND22,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND22,HIV.IND.22 HTS partner services,draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND93,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND93,HIV.IND.93 Cervical cancer screening,draft,NA,NA,NA,NA,who
gov.healthit.ecqi.ecqms.subset,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2024-subset/,R4,Measure/SevereObstetricComplicationsFHIR,/xig/resource/gov.healthit.ecqi.ecqms.subset%7Ccurrent/Measure/SevereObstetricComplicationsFHIR,Severe Obstetric ComplicationsFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS1028FHIRPCSevereOBComps,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS1028FHIRPCSevereOBComps,Severe Obstetric ComplicationsFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS130FHIRColorectalCancerScreening,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS130FHIRColorectalCancerScreening,Colorectal Cancer ScreeningFHIR,active,NA,NA,NA,NA,NA
hl7.fhir.uv.cqm,https://build.fhir.org/ig/HL7/fhir-cqm/,R4,Measure/EXM130-FHIR,/xig/resource/hl7.fhir.uv.cqm%7Ccurrent/Measure/EXM130-FHIR,EXM130 - Colorectal Cancer Screening Measure,active,NA,NA,NA,uv,hl7
fhir.cqf.ccc,https://build.fhir.org/ig/cqframework/cqf-ccc/,R4,Measure/ColorectalCancerScreeningCQM,/xig/resource/fhir.cqf.ccc%7Ccurrent/Measure/ColorectalCancerScreeningCQM,Colorectal Cancer Screening CQM,draft,NA,NA,NA,us,hl7
hl7.fhir.us.cqfmeasures,http://hl7.org/fhir/us/cqfmeasures/STU5,R4,Measure/EXM130-FHIR,/xig/resource/hl7.fhir.us.cqfmeasures%7C5.0.0/Measure/EXM130-FHIR,EXM130 - Colorectal Cancer Screening Measure,active,NA,NA,NA,us,hl7
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS133FHIRCataracts2040BCVAwithin90Days,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS133FHIRCataracts2040BCVAwithin90Days,Cataracts: 20/40 or Better Visual Acuity within 90 Days Following Cataract SurgeryFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS117FHIRChildhoodImmunizationStatus,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS117FHIRChildhoodImmunizationStatus,Childhood Immunization StatusFHIR,active,NA,NA,NA,NA,NA
hl7.fhir.uv.cqm,https://build.fhir.org/ig/HL7/fhir-cqm/,R4,Measure/EXM146-FHIR,/xig/resource/hl7.fhir.uv.cqm%7Ccurrent/Measure/EXM146-FHIR,EXM146 - Appropriate Testing for Children with Pharyngitis,active,NA,NA,NA,uv,hl7
hl7.fhir.us.cqfmeasures,http://hl7.org/fhir/us/cqfmeasures/STU5,R4,Measure/EXM146-FHIR,/xig/resource/hl7.fhir.us.cqfmeasures%7C5.0.0/Measure/EXM146-FHIR,EXM146 - Appropriate Testing for Children with Pharyngitis,active,NA,NA,NA,us,hl7
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS75FHIRChildrenWhoHaveDentalDecayOrCavities,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS75FHIRChildrenWhoHaveDentalDecayOrCavities,Children Who Have Dental Decay or CavitiesFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms.subset,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2024-subset/,R4,Measure/PrimaryCariesPreventionasOfferedbyDentistsFHIR,/xig/resource/gov.healthit.ecqi.ecqms.subset%7Ccurrent/Measure/PrimaryCariesPreventionasOfferedbyDentistsFHIR,Primary Caries Prevention Intervention as Offered by DentistsFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS74FHIRPrimaryCariesPreventionasOfferedbyDentists,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS74FHIRPrimaryCariesPreventionasOfferedbyDentists,Primary Caries Prevention Intervention as Offered by DentistsFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS996FHIRAptTxforSTEMI,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS996FHIRAptTxforSTEMI,Appropriate Treatment for ST-Segment Elevation Myocardial Infarction (STEMI) Patients in the Emergency Department FHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS22FHIRPCSBPScreeningFollowUp,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS22FHIRPCSBPScreeningFollowUp,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up DocumentedFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/OncologyPainIntensityQuantifiedFHIR,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/OncologyPainIntensityQuantifiedFHIR,Oncology: Medical and Radiation Pain Intensity QuantifiedFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS128FHIRAntidepressantMedManagement,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS128FHIRAntidepressantMedManagement,Antidepressant Medication ManagementFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS122FHIRDiabetesAssessGreaterThan9Percent,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS122FHIRDiabetesAssessGreaterThan9Percent,Diabetes: Glycemic Status Assessment Greater Than 9%FHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS165FHIRControllingHighBloodPressure,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS165FHIRControllingHighBloodPressure,Controlling High Blood PressureFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS56FHIRFunctionalStatusAssessmentforTotalHipReplacement,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS56FHIRFunctionalStatusAssessmentforTotalHipReplacement,Functional Status Assessment for Total Hip ReplacementFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS155FHIRWeightAssessandCounselforKids,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS155FHIRWeightAssessandCounselforKids,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/AdolescentsFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS2FHIRPCSDepressionScreenAndFollowUp,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS2FHIRPCSDepressionScreenAndFollowUp,Preventive Care and Screening: Screening for Depression and Follow-Up PlanFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms.subset,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2024-subset/,R4,Measure/HIVScreeningFHIR,/xig/resource/gov.healthit.ecqi.ecqms.subset%7Ccurrent/Measure/HIVScreeningFHIR,HIV ScreeningFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS349FHIRHIVScreening,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS349FHIRHIVScreening,HIV ScreeningFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS69FHIRPCSBMIScreenAndFollowUp,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS69FHIRPCSBMIScreenAndFollowUp,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up PlanFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS145FHIRCADBetaBlockerTherapyPriorMIorLVSD,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS145FHIRCADBetaBlockerTherapyPriorMIorLVSD,Coronary Artery Disease (CAD): Beta-Blocker Therapy-Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF less than or equal to 40%)FHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS142FHIRDRCommunicationWithPhysicianManagingDiabetes,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS142FHIRDRCommunicationWithPhysicianManagingDiabetes,Diabetic Retinopathy: Communication with the Physician Managing Ongoing Diabetes CareFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS144FHIRHFBetaBlockerTherapyforLVSD,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS144FHIRHFBetaBlockerTherapyforLVSD,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD)FHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS135FHIRHFACEIorARBorARNIforLVSD,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS135FHIRHFACEIorARBorARNIforLVSD,Heart Failure (HF): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) or Angiotensin Receptor-Neprilysin Inhibitor (ARNI) Therapy for Left Ventricular Systolic Dysfunction (LVSD)FHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS143FHIRPOAGOpticNerveEvaluation,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS143FHIRPOAGOpticNerveEvaluation,Primary Open-Angle Glaucoma (POAG): Optic Nerve EvaluationFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS645FHIRBoneDensityProstateCancerAndrogenDeprivationTherapy,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS645FHIRBoneDensityProstateCancerAndrogenDeprivationTherapy,Bone Density Evaluation for Patients with Prostate Cancer and Receiving Androgen Deprivation TherapyFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS646FHIRIntravesicalBacillusCalmetteGuerinForBladderCancer,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS646FHIRIntravesicalBacillusCalmetteGuerinForBladderCancer,Intravesical Bacillus-Calmette-Guerin for Non-Muscle Invasive Bladder CancerFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS771FHIRUrinarySymptomScoreChangeBenignProstaticHyperplasia,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS771FHIRUrinarySymptomScoreChangeBenignProstaticHyperplasia,Urinary Symptom Score Change 6-12 Months After Diagnosis of Benign Prostatic HyperplasiaFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS50FHIRCRLReceiptofSpecialistReport,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS50FHIRCRLReceiptofSpecialistReport,Closing the Referral Loop: Receipt of Specialist ReportFHIR,active,NA,NA,NA,NA,NA
example.fhir.uv.mycontentig,https://build.fhir.org/ig/cqframework/sample-content-ig/,R4,Measure/HIVViralSuppressionFHIRExample,/xig/resource/example.fhir.uv.mycontentig%7Ccurrent/Measure/HIVViralSuppressionFHIRExample,HIV Viral Suppression FHIR Example,draft,NA,NA,NA,uv,hl7
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS149FHIRDementiaCognitiveAssessment,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS149FHIRDementiaCognitiveAssessment,Dementia: Cognitive AssessmentFHIR,active,NA,NA,NA,NA,NA
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND85,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND85,"HIV.IND.85 HBsAg positivity, HIV prevention services",draft,NA,NA,NA,NA,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND86,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND86,"HIV.IND.86 HBsAg positivity, HIV-positive clients",draft,NA,NA,NA,NA,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND12,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND12,ANC.IND.12 Percentage of pregnant women counselled and tested for HIV,draft,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND03,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND03,ANC.IND.03 Percentage of pregnant women screened for syphilis during ANC,draft,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND02,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND02,ANC.IND.02 Percentage of pregnant women who received iron and folic acid (IFA) supplements for 90+ days,draft,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND13,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND13,ANC.IND.13 Percentage of pregnant women who received oral pre-exposure prophylaxis (PrEP),draft,NA,NA,NA,uv,who
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,Measure/HIVIND87,/xig/resource/smart.who.int.hiv%7Ccurrent/Measure/HIVIND87,"HIV.IND.87 HBsAg positivity, pregnant women",draft,NA,NA,NA,NA,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND05,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND05,ANC.IND.05 Percentage of pregnant women with a minimum of eight antenatal care contacts,draft,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND10,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND10,ANC.IND.10 Percentage of pregnant women with an ultrasound scan before 24 weeks,draft,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND04,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND04,ANC.IND.04 Percentage of pregnant women with at least four ANC contacts,draft,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND07,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND07,ANC.IND.07 Percentage of pregnant women with at least one blood pressure measure during ANC,draft,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND08,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND08,ANC.IND.08 Percentage of pregnant women with at least one blood pressure measure in the third trimester during ANC,draft,NA,NA,NA,uv,who
hl7.fhir.uv.crmi,https://build.fhir.org/ig/HL7/crmi-ig/,R4,Measure/publishable-example,/xig/resource/hl7.fhir.uv.crmi%7Ccurrent/Measure/publishable-example,ANC.IND.01 Percentage of pregnant women with first ANC contact in the first trimester (Publishable Example),draft,NA,NA,NA,uv,hl7
hl7.fhir.uv.crmi,https://build.fhir.org/ig/HL7/crmi-ig/,R4,Measure/shareable-example,/xig/resource/hl7.fhir.uv.crmi%7Ccurrent/Measure/shareable-example,ANC.IND.01 Percentage of pregnant women with first ANC contact in the first trimester (Shareable Example),draft,NA,NA,NA,uv,hl7
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND01,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND01,ANC.IND.01 Percentage of pregnant women with first ANC contact in the first trimester,draft,NA,NA,NA,uv,who
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS68FHIRDocumentationofCurrentMedications,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS68FHIRDocumentationofCurrentMedications,Documentation of Current Medications in the Medical RecordFHIR,active,NA,NA,NA,NA,NA
hl7.fhir.uv.cqm,https://build.fhir.org/ig/HL7/fhir-cqm/,R4,Measure/EXM124-FHIR,/xig/resource/hl7.fhir.uv.cqm%7Ccurrent/Measure/EXM124-FHIR,EXM124 - Cervical Cancer Screening,active,NA,NA,NA,uv,hl7
hl7.fhir.us.cqfmeasures,http://hl7.org/fhir/us/cqfmeasures/STU5,R4,Measure/EXM124-FHIR,/xig/resource/hl7.fhir.us.cqfmeasures%7C5.0.0/Measure/EXM124-FHIR,EXM124 - Cervical Cancer Screening,active,NA,NA,NA,us,hl7
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS124FHIRCervicalCancerScreening,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS124FHIRCervicalCancerScreening,Cervical Cancer ScreeningFHIR,active,NA,NA,NA,NA,NA
gov.healthit.ecqi.ecqms,https://build.fhir.org/ig/cqframework/ecqm-content-qicore-2025/,R4,Measure/CMS125FHIRBreastCancerScreening,/xig/resource/gov.healthit.ecqi.ecqms%7Ccurrent/Measure/CMS125FHIRBreastCancerScreening,Breast Cancer ScreeningFHIR,active,NA,NA,NA,NA,NA
hl7.fhir.uv.cqm,https://build.fhir.org/ig/HL7/fhir-cqm/,R4,Measure/EXM125-FHIR,/xig/resource/hl7.fhir.uv.cqm%7Ccurrent/Measure/EXM125-FHIR,EXM125 - Breast Cancer Screening,active,NA,NA,NA,uv,hl7
hl7.fhir.us.cqfmeasures,http://hl7.org/fhir/us/cqfmeasures/STU5,R4,Measure/EXM125-FHIR,/xig/resource/hl7.fhir.us.cqfmeasures%7C5.0.0/Measure/EXM125-FHIR,EXM125 - Breast Cancer Screening,active,NA,NA,NA,us,hl7
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND11,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND11,ANC.IND.11 Percentage of women who received three doses or more of intermittent preventive therapy for malaria (IPTp) during their last pregnancy,draft,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND09,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND09,ANC.IND.09 Percentage of pregnant women whose baby’s heartbeat was listened to at least once during ANC,draft,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,Measure/ANCIND06,/xig/resource/smart.who.int.anc%7Ccurrent/Measure/ANCIND06,ANC.IND.06 Pregnant women who received counselling on danger signs (%) during at least one ANC contact,draft,NA,NA,NA,uv,who
