package,package_url,version,identity,identity_url,title,status,fmm,wg,date,realm,auth
hl7.fhir.uv.vulcan-schedule,https://build.fhir.org/ig/HL7/Vulcan-schedule-ig/,R4,ActivityDefinition/H2Q-MC-LZZT-Vital-Signs-Temperature,/xig/resource/hl7.fhir.uv.vulcan-soa%7Ccurrent/ActivityDefinition/H2Q-MC-LZZT-Vital-Signs-Temperature,Vital Signs - Temperature,active,NA,NA,NA,uv,hl7
smart.who.int.base,https://build.fhir.org/ig/WorldHealthOrganization/smart-base/,R4,ActivityDefinition/SGDecisionTableGuidance,/xig/resource/smart.who.int.base%7Ccurrent/ActivityDefinition/SGDecisionTableGuidance,SGDecisionTableGuidance,draft,NA,NA,NA,NA,who
hl7.fhir.uv.pharm-quality,https://build.fhir.org/ig/HL7/uv-dx-pq/,R5,ActivityDefinition/LyophilizationAct,/xig/resource/hl7.fhir.uv.pharm-quality%7Ccurrent/ActivityDefinition/LyophilizationAct,Lyophilization,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.pharm-quality,https://build.fhir.org/ig/HL7/uv-dx-pq/,R5,ActivityDefinition/activitydefinition-test-drug-pq-ex1,/xig/resource/hl7.fhir.uv.pharm-quality%7Ccurrent/ActivityDefinition/activitydefinition-test-drug-pq-ex1,Example of ActivityDefinition - Test for test set: Long-term - 25°C/60% RH - XYZ.,active,NA,NA,NA,uv,hl7
hl7.fhir.pl.ssidl,https://build.fhir.org/ig/SSIDL/ssidl-ig/,R5,ActivityDefinition/SsidlLabCatalogService-58410-2,/xig/resource/hl7.fhir.pl.ssidl%7Ccurrent/ActivityDefinition/SsidlLabCatalogService-58410-2,Morfologia krwi 8-parametrowa,active,NA,NA,NA,pl,hl7
hl7.fhir.pl.ssidl,https://build.fhir.org/ig/SSIDL/ssidl-ig/,R5,ActivityDefinition/SsidlLabCatalogService-6690-2,/xig/resource/hl7.fhir.pl.ssidl%7Ccurrent/ActivityDefinition/SsidlLabCatalogService-6690-2,Leukocyty,active,NA,NA,NA,pl,hl7
hl7.fhir.pl.ssidl,https://build.fhir.org/ig/SSIDL/ssidl-ig/,R5,ActivityDefinition/SsidlLabCatalogService-777-3,/xig/resource/hl7.fhir.pl.ssidl%7Ccurrent/ActivityDefinition/SsidlLabCatalogService-777-3,Płytki krwi,active,NA,NA,NA,pl,hl7
hl7.fhir.pl.ssidl,https://build.fhir.org/ig/SSIDL/ssidl-ig/,R5,ActivityDefinition/SsidlLabServiceDefinition-14682-9,/xig/resource/hl7.fhir.pl.ssidl%7Ccurrent/ActivityDefinition/SsidlLabServiceDefinition-14682-9,Kreatynina w surowicy/osoczu,active,NA,NA,NA,pl,hl7
hl7.fhir.pl.ssidl,https://build.fhir.org/ig/SSIDL/ssidl-ig/,R5,ActivityDefinition/SsidlLabServiceDefinition-2160-0,/xig/resource/hl7.fhir.pl.ssidl%7Ccurrent/ActivityDefinition/SsidlLabServiceDefinition-2160-0,Kreatynina w surowicy/osoczu,active,NA,NA,NA,pl,hl7
hl7.fhir.pl.ssidl,https://build.fhir.org/ig/SSIDL/ssidl-ig/,R5,ActivityDefinition/SsidlLabServiceDefinition-58410-2,/xig/resource/hl7.fhir.pl.ssidl%7Ccurrent/ActivityDefinition/SsidlLabServiceDefinition-58410-2,Morfologia krwi 8-parametrowa,active,NA,NA,NA,pl,hl7
hl7.fhir.pl.ssidl,https://build.fhir.org/ig/SSIDL/ssidl-ig/,R5,ActivityDefinition/SsidlLabServiceDefinition-6690-2,/xig/resource/hl7.fhir.pl.ssidl%7Ccurrent/ActivityDefinition/SsidlLabServiceDefinition-6690-2,Leukocyty,active,NA,NA,NA,pl,hl7
hl7.fhir.pl.ssidl,https://build.fhir.org/ig/SSIDL/ssidl-ig/,R5,ActivityDefinition/SsidlLabServiceDefinition-777-3,/xig/resource/hl7.fhir.pl.ssidl%7Ccurrent/ActivityDefinition/SsidlLabServiceDefinition-777-3,Płytki krwi,active,NA,NA,NA,pl,hl7
fhir.cdc.opioid-cds-r4,https://build.fhir.org/ig/cqframework/opioid-cds-r4/,R4,ActivityDefinition/opioidcds-urine-screening-request-1,/xig/resource/fhir.cdc.opioid-cds-r4%7Ccurrent/ActivityDefinition/opioidcds-urine-screening-request-1,NA,draft,NA,NA,NA,us,hl7
fhir.cdc.opioid-cds-r4,https://build.fhir.org/ig/cqframework/opioid-cds-r4/,R4,ActivityDefinition/opioidcds-urine-screening-request-2,/xig/resource/fhir.cdc.opioid-cds-r4%7Ccurrent/ActivityDefinition/opioidcds-urine-screening-request-2,NA,draft,NA,NA,NA,us,hl7
silfhirprofileig,https://build.fhir.org/ig/savannahghi/sil_fhir_profile_ig/,R5,ActivityDefinition/ExampleActivityDefintion,/xig/resource/silfhirprofileig%7Ccurrent/ActivityDefinition/ExampleActivityDefintion,Example ActivityDefinition Title,draft,NA,NA,NA,NA,NA
hl7.fhir.nz.cca,file:///Users/davidhay/IG/cca/output,R4,ActivityDefinition/ActCabergoline,/xig/resource/hl7.fhir.nz.cca%7C0.1.0/ActivityDefinition/ActCabergoline,NA,draft,NA,NA,NA,nz,hl7
hl7.fhir.nz.cca,file:///Users/davidhay/IG/cca/output,R4,ActivityDefinition/ActTragacanth,/xig/resource/hl7.fhir.nz.cca%7C0.1.0/ActivityDefinition/ActTragacanth,NA,draft,NA,NA,NA,nz,hl7
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/activitydefinition-anc-120mg-daily-elemental-iron,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/activitydefinition-anc-120mg-daily-elemental-iron,ActivityDefinition - ANC 120mg Daily Elemental Iron,active,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/activitydefinition-anc-120mg-weekly-elemental-iron,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/activitydefinition-anc-120mg-weekly-elemental-iron,ActivityDefinition - ANC 120mg Weekly Elemental Iron,active,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/activitydefinition-anc-2800ug-weekly-folic-acid,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/activitydefinition-anc-2800ug-weekly-folic-acid,ActivityDefinition - ANC 2800ug Weekly Folic Acid,active,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/activitydefinition-anc-30mg-60mg-daily-elemental-iron,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/activitydefinition-anc-30mg-60mg-daily-elemental-iron,ActivityDefinition - ANC 30mg-60mg Daily Elemental Iron,active,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/activitydefinition-anc-400ug-daily-folic-acid,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/activitydefinition-anc-400ug-daily-folic-acid,ActivityDefinition - ANC 400ug Daily Folic Acid,active,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/activitydefinition-anc-60mg-daily-elemental-iron,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/activitydefinition-anc-60mg-daily-elemental-iron,ActivityDefinition - ANC 60mg Daily Elemental Iron,active,NA,NA,NA,uv,who
fhir.cdc.opioid-cds-r4,https://build.fhir.org/ig/cqframework/opioid-cds-r4/,R4,ActivityDefinition/opioidcds-urine-screening-request,/xig/resource/fhir.cdc.opioid-cds-r4%7Ccurrent/ActivityDefinition/opioidcds-urine-screening-request,ActivityDefinition - Urine Screening ServiceRequest,draft,NA,NA,NA,us,hl7
de.netzwerk-universitaetsmedizin.ebm-cpg,https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir,R5,ActivityDefinition/ExampleDrugAdministrationAction,/xig/resource/de.netzwerk-universitaetsmedizin.ebm-cpg%7C1.2.0/ActivityDefinition/ExampleDrugAdministrationAction,DrugAdministrationAction,active,NA,NA,NA,uv,hl7
de.netzwerk-universitaetsmedizin.ebm-cpg,https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir,R5,ActivityDefinition/ExampleNoDrugAdministrationAction,/xig/resource/de.netzwerk-universitaetsmedizin.ebm-cpg%7C1.2.0/ActivityDefinition/ExampleNoDrugAdministrationAction,DrugAdministrationAction,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/chf-lasix-iv,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/chf-lasix-iv,CHFLASIXIV,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/chf-lasix-po,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/chf-lasix-po,CHFLASIXPO,active,NA,NA,NA,uv,hl7
example.fhir.uv.mycontentig,https://build.fhir.org/ig/cqframework/sample-content-ig/,R4,ActivityDefinition/DailyAppleActivity,/xig/resource/example.fhir.uv.mycontentig%7Ccurrent/ActivityDefinition/DailyAppleActivity,Daily Apple Activity,active,NA,NA,NA,uv,hl7
fhir.nl.generic-functions-ig,https://build.fhir.org/ig/nuts-foundation/nl-generic-functions-ig/,R4,ActivityDefinition/ActivityDefinition-SCPTask,/xig/resource/fhir.nl.generic-functions-ig%7Ccurrent/ActivityDefinition/ActivityDefinition-SCPTask,Shared Care Planning: Task ActivityDefinition,active,NA,NA,NA,us,hl7
de.netzwerk-universitaetsmedizin.ebm-cpg,https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir,R5,ActivityDefinition/DexamethasoneApplicationActionIntravenous,/xig/resource/de.netzwerk-universitaetsmedizin.ebm-cpg%7C1.2.0/ActivityDefinition/DexamethasoneApplicationActionIntravenous,DexamethasoneApplicationActionIntravenous,active,NA,NA,NA,uv,hl7
de.netzwerk-universitaetsmedizin.ebm-cpg,https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir,R5,ActivityDefinition/DexamethasoneApplicationActionOral,/xig/resource/de.netzwerk-universitaetsmedizin.ebm-cpg%7C1.2.0/ActivityDefinition/DexamethasoneApplicationActionOral,DexamethasoneApplicationActionOral,active,NA,NA,NA,uv,hl7
fhir.cdc.opioid-cds-r4,https://build.fhir.org/ig/cqframework/opioid-cds-r4/,R4,ActivityDefinition/opioidcds-risk-assessment-request,/xig/resource/fhir.cdc.opioid-cds-r4%7Ccurrent/ActivityDefinition/opioidcds-risk-assessment-request,ActivityDefinition - Risk Assessment ServiceRequest,draft,NA,NA,NA,us,hl7
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/ANCB10,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/ANCB10,"ANC.B10 Counselling, in-facility management and treatment",active,NA,NA,NA,uv,who
ch.fhir.ig.ch-lab-order,https://build.fhir.org/ig/hl7ch/ch-lab-order/,R4,ActivityDefinition/procedure-crp-highsens,/xig/resource/ch.fhir.ig.ch-lab-order%7Ccurrent/ActivityDefinition/procedure-crp-highsens,Procedure - CRP measurement on in vitro blood serum,active,NA,NA,NA,ch,hl7
ch.fhir.ig.ch-lab-order,https://build.fhir.org/ig/hl7ch/ch-lab-order/,R4,ActivityDefinition/procedure-crp-highsens-SI,/xig/resource/ch.fhir.ig.ch-lab-order%7Ccurrent/ActivityDefinition/procedure-crp-highsens-SI,Procedure - CRP measurement on in vitro blood serum - SI-Units,active,NA,NA,NA,ch,hl7
ch.fhir.ig.ch-lab-order,https://build.fhir.org/ig/hl7ch/ch-lab-order/,R4,ActivityDefinition/procedure-crp,/xig/resource/ch.fhir.ig.ch-lab-order%7Ccurrent/ActivityDefinition/procedure-crp,Procedure - CRP measurement on in vitro blood serum,active,NA,NA,NA,ch,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/chf-cardiology-consultation,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/chf-cardiology-consultation,CHFCardiologyConsultation,active,NA,NA,NA,uv,hl7
ch.fhir.ig.ch-lab-order,https://build.fhir.org/ig/hl7ch/ch-lab-order/,R4,ActivityDefinition/procedure-chloride-serum,/xig/resource/ch.fhir.ig.ch-lab-order%7Ccurrent/ActivityDefinition/procedure-chloride-serum,Procedure - chloride measurement on in vitro blood serum,active,NA,NA,NA,ch,hl7
ch.fhir.ig.ch-lab-order,https://build.fhir.org/ig/hl7ch/ch-lab-order/,R4,ActivityDefinition/procedure-d-dimer,/xig/resource/ch.fhir.ig.ch-lab-order%7Ccurrent/ActivityDefinition/procedure-d-dimer,Procedure - d-dimer measurement on in vitro blood serum,active,NA,NA,NA,ch,hl7
smart.who.int.hiv,https://build.fhir.org/ig/WorldHealthOrganization/smart-hiv/,R4,ActivityDefinition/HIVGuidanceCommunicationRequestActivity,/xig/resource/smart.who.int.hiv%7Ccurrent/ActivityDefinition/HIVGuidanceCommunicationRequestActivity,HIVGuidanceCommunicationRequestActivity,draft,NA,NA,NA,NA,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/ANCB4,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/ANCB4,ANC.B4 Confirm pregnancy,active,NA,NA,NA,uv,who
ch.fhir.ig.ch-lab-order,https://build.fhir.org/ig/hl7ch/ch-lab-order/,R4,ActivityDefinition/procedure-urine-creatinine,/xig/resource/ch.fhir.ig.ch-lab-order%7Ccurrent/ActivityDefinition/procedure-urine-creatinine,NA,draft,NA,NA,NA,ch,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-donotcollectinformation-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-donotcollectinformation-ad,Activity Example Do Not Collect Information AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-donotsendmessage-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-donotsendmessage-ad,Activity Example Do Not Send Message AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-administermedication-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-administermedication-ad,Activity Example Administer Medication AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-administermedication-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-administermedication-activitydefinition,CPGAdministerMedicationActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-collectinformation-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-collectinformation-ad,Activity Example Collect Information AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-collectinformation-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-collectinformation-activitydefinition,CPGCollectInformationActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-dispensemedication-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-dispensemedication-ad,Activity Example Dispense Medication AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-dispensemedication-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-dispensemedication-activitydefinition,CPGDispenseMedicationActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-documentmedication-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-documentmedication-ad,Activity Example Document Medication AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-documentmedication-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-documentmedication-activitydefinition,CPGDocumentMedicationActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-enrollment-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-enrollment-ad,Activity Example Enrollment AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-enrollment-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-enrollment-activitydefinition,CPGEnrollmentActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-generatereport-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-generatereport-ad,Activity Example Generate Report AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-generatereport-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-generatereport-activitydefinition,CPGGenerateReportActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-holdmedication-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-holdmedication-ad,Activity Example Hold Medication AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-ordermedication-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-ordermedication-ad,Activity Example Order Medication AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-orderservice-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-orderservice-ad,Activity Example Order Service AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-proposediagnosis-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-proposediagnosis-ad,Activity Example Propose Diagnosis AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-proposediagnosistask-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-proposediagnosistask-activitydefinition,CPGProposeDiagnosisTaskActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-recommendimmunization-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-recommendimmunization-ad,Activity Example Recommend Immunization AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-immunizationrequest-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-immunizationrequest-activitydefinition,CPGImmunizationRequestActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-recorddetectedissue-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-recorddetectedissue-ad,Activity Example Record Detected Issue AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-recorddetectedissue-activity,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-recorddetectedissue-activity,CPGRecordDetectedIssueTaskActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-recordinference-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-recordinference-ad,Activity Example Record Inference AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-recordinference-activity,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-recordinference-activity,CPGRecordInferenceTaskActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-reportflag-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-reportflag-ad,Activity Example Report Flag AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-reportflagtask-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-reportflagtask-activitydefinition,CPGReportFlagTaskActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-medicationrequest-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-medicationrequest-activitydefinition,CPG MedicationRequest ActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-servicerequest-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-servicerequest-activitydefinition,CPGServiceRequestActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-resumemedication-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-resumemedication-ad,Activity Example Resume Medication AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-sendmessage-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-sendmessage-ad,Activity Example Send Message AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/cpg-communicationrequest-activitydefinition,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/cpg-communicationrequest-activitydefinition,CPGCommunicationRequestActivityDefinition,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.cpg,https://build.fhir.org/ig/HL7/cqf-recommendations/,R4,ActivityDefinition/activity-example-stopmedication-ad,/xig/resource/hl7.fhir.uv.cpg%7Ccurrent/ActivityDefinition/activity-example-stopmedication-ad,Activity Example Stop Medication AD,active,NA,NA,NA,uv,hl7
hl7.fhir.uv.crmi,https://build.fhir.org/ig/HL7/crmi-ig/,R4,ActivityDefinition/publishable-example,/xig/resource/hl7.fhir.uv.crmi%7Ccurrent/ActivityDefinition/publishable-example,Publishable ActivityDefinition Example,draft,NA,NA,NA,uv,hl7
hl7.fhir.uv.crmi,https://build.fhir.org/ig/HL7/crmi-ig/,R4,ActivityDefinition/shareable-example,/xig/resource/hl7.fhir.uv.crmi%7Ccurrent/ActivityDefinition/shareable-example,Shareable ActivityDefinition Example,draft,NA,NA,NA,uv,hl7
hl7.fhir.uv.crmi,https://build.fhir.org/ig/HL7/crmi-ig/,R4,ActivityDefinition/shareable-example-artifact-reference,/xig/resource/hl7.fhir.uv.crmi%7Ccurrent/ActivityDefinition/shareable-example-artifact-reference,Shareable ActivityDefinition Example Artifact Reference,draft,NA,NA,NA,uv,hl7
de.netzwerk-universitaetsmedizin.ebm-cpg,https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir,R5,ActivityDefinition/ExampleBodyPositioningAction,/xig/resource/de.netzwerk-universitaetsmedizin.ebm-cpg%7C1.2.0/ActivityDefinition/ExampleBodyPositioningAction,DrugAdministrationAction,active,NA,NA,NA,uv,hl7
de.netzwerk-universitaetsmedizin.ebm-cpg,https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir,R5,ActivityDefinition/ExampleProcedureAction,/xig/resource/de.netzwerk-universitaetsmedizin.ebm-cpg%7C1.2.0/ActivityDefinition/ExampleProcedureAction,ExampleProcedureAction,active,NA,NA,NA,uv,hl7
de.netzwerk-universitaetsmedizin.ebm-cpg,https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir,R5,ActivityDefinition/ExampleAssessmentAction,/xig/resource/de.netzwerk-universitaetsmedizin.ebm-cpg%7C1.2.0/ActivityDefinition/ExampleAssessmentAction,ExampleAssessmentAction,active,NA,NA,NA,uv,hl7
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/activitydefinition-anc-haemoglobin-test-color-scale,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/activitydefinition-anc-haemoglobin-test-color-scale,ActivityDefinition - ANC Haemoglobin Test Color Scale,active,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/activitydefinition-anc-haemoglobin-test-full-blood-count,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/activitydefinition-anc-haemoglobin-test-full-blood-count,ActivityDefinition - ANC Haemoglobin Test Complete Blood Count,active,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/ANCB5,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/ANCB5,ANC.B5 Quick check,active,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/ANCB8,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/ANCB8,ANC.B8 Conduct physical exam,active,NA,NA,NA,uv,who
smart.who.int.anc,https://build.fhir.org/ig/WorldHealthOrganization/smart-anc/,R4,ActivityDefinition/ANCB7,/xig/resource/smart.who.int.anc%7Ccurrent/ActivityDefinition/ANCB7,ANC.B7 Check symptoms and follow up,active,NA,NA,NA,uv,who
