"package_id","realm","fhir_version","name","country","category","description"
"hl7.fhir.us.pq-cmc-fda","US","5.0.0","Pharmaceutical Quality - Chemistry, Manufacturing and Controls (PQ-CMC) Submissions to FDA","us","Pharmaceutical","The FDA PQ-CMC FHIR IG is for submission of structured and standardized information regarding drug product quality, chemistry, manufacturing and processes controls.  This data is intended for submission to the US FDA by biopharmaceutical companies for the purpose of drug application review."
"ihe.pcc.maps.us","US","4.0.1","Mobile Antepartum Summary US Realm","us","Clinical Observations","Antepartum Summary is a content profile that defines the structure for the aggregation of significant events, diagnoses, and plans of care derived from the visits over the course of an antepartum episode."
"hl7.fhir.us.smp","US","4.0.1","US Standardized Medication Profile (SMP)","us","Medications ","Standardized Medication Profile"
"hl7.fhir.us.nhsn-dqm","US","4.0.1","National Healthcare Safety Network (NHSN) Digital Quality Measure (dQM) Reporting Implementation Guide","us","Medication / Immunization","This implementation guide creates a framework for reporting to the National Healthcare Safety Network (NHSN) using digital quality measures (dQMs). NHSN will create FHIR Measure resources that comply with this framework and receive the resulting MeasureReport and related resources. The Measure resources will be processed by a measure evaluation engine, which can either pull data from an EHR FHIR API for evaluation, or be implemented inside an EHR directly."
"hl7.fhir.us.davinci-pr","US","4.0.1","DaVinci Postable Remittance FHIR Implementation Guide","us","Financial","This IG provides a FHIR API to search for and retrieve a copy of a previously issued postable remittance."
"hl7.fhir.us.pacio-toc","US","4.0.1","PACIO Transitions of Care Implementation Guide","us","Clinical Documents","Transitions of Care Implementation Guide"
"hl7.fhir.us.safr","US","4.0.1","US Situational Awareness Framework for Reporting (US SAFR) Implementation Guide","us","Public Health","Situational Awareness Framework for Reporting (US SAFR)"
"hl7.fhir.us.pco","US","4.0.1","Person-Centered Outcomes (PCO) Implementation Guide","us","Care Management","Person-Centered Outcomes (PCO) Implementation Guide"
"hl7.fhir.us.cql","US","4.0.1","Common CQL Assets for FHIR (US-Based)","us","Quality/CDS","Common CQL Assets for FHIR"
"hl7.fhir.us.cdc-opioid-cpg","US","4.0.1","Data Exchange Profiles for 2022 CDC Clinical Practice Guideline for Prescribing Opioids","us","Quality/CDS","Defines exchange expectations for systems that implement the CDC's Clinical Practice Guideline for Prescribing Opioids, both in terms of the data required to evaluate whether recommendations are applicable, as well as the data required to represent proposals resulting from those recommendations."
"cori.fhir.ig.wrig","US","4.0.1","US HR1 Medicaid Work Requirements IG (proposed, not supported by CMS)","us","Care Management","Profiles and implementation details for US HR1 Medicaid Work Requirements exemption and activity verification."
"fhir.astp.bhp","US","4.0.1","US Behavioral Health Profiles","us","Care Management","The United States Core Data for Interoperability (USCDI) Plus Behavioral Health (BH) dataset (also referred to as USCDI+ BH) aims to enhance the exchange and interoperability of behavioral health information across healthcare systems in the United States. Building on the USCDI foundation, this dataset addresses the unique needs and challenges associated with behavioral health data. It is designed to facilitate behavioral health integration with other healthcare services, support better clinical decision-making, and improve patient outcomes."
