"package_id","realm","fhir_version","name","country","category","description"
"ihe.iti.mxde","International","4.0.1","IHE Mobile Cross-Enterprise Document Data Element Extraction (mXDE)","uv","Clinical Documents","Provides the means to access data elements extracted from shared structured documents"
"ihe.pcc.qedm","International","4.0.1","IHE Query for Existing Data for Mobile (QEDm)","uv","EHR Access","Supports queries for clinical data elements, including observations, allergy and intolerances, conditions, diagnostic results, medications, immunizations, procedures, encounters and provenance by making the information widely available to other systems within and across enterprises"
"ihe.iti.npfs","International","4.0.1","IHE Non-Patient File Sharing (NPFS)","uv","Administration","Defines how to enable the sharing of non-patient files such as workflow definitions, privacy policies, blank forms, and stylesheets"
"ihe.rad.sole","International","3.0.1","IHE Standardized Operational Log of Events (SOLE)","uv","Administration","Defines a way to exchange information about events that can then be collected and displayed using standard methods"
"ihe.pharm.mma","International","3.0.1","IHE Mobile Medication Administration (MMA)","uv","Medications / Immunizations","Defines the integration between healthcare systems and mobile (or any other) clients using RESTful web services. This allows connecting EHRs with smartphones, smart pill boxes, and other personal or professional devices"
"ihe.pharm.ubp","International","3.0.1","IHE Uniform Barcode Processing (UBP)","uv","Medications / Immunizations","Uniform Barcode Processing for Medications"
"ihe.qrph.mrfd","International","3.0.1","IHE Mobile Retrieve Form for Data Capture (mRFD)","uv","Forms Management","Provides a method for gathering data within a user’s current application to meet the requirements of an external system. mRFD supports RESTful retrieval of forms from a form source, display and completion of a form, and return of instance data from the display application to the source application. The workflows defined in this profile are based on those defined by the Retrieve Form for Data Capture (RFD) profile"
"ihe.qrph.vrdr","International","3.0.1","IHE Vital Records Death Reporting (VRDR)","uv","Medication / Immunization","Defines a Retrieve Form for Data Capture (RFD) content profile that will specify derivation of source content from a medical summary document. by defining requirements for form filler content and form manager handling of the content"
"ihe.pcc.dcp","International","4.0.1","IHE Dynamic Care Planning (DCP)","uv","Care Management","Provides the structures and transactions for care planning, sharing Care Plans that meet the needs of many, such as providers, patients and payers"
"ihe.pcc.dctm","International","4.0.1","IHE Dynamic Care Team Management (DCTM)","uv","Care Management","Provides the means for sharing care team information about a patient’s care teams that meet the needs of many users, such as providers, patients and payers"
"ihe.pcc.pmdt","International","3.0.1","Point-of-Care Medical Device Tracking (PMDT)","uv","Administration","provides definition for a mobile Device"
"ihe.pcc.recon","International","3.0.1","IHE Reconciliation of Clinical Content and Care Providers (RECON)","uv","Administration","Provides the ability to communicate lists of clinical data that were reconciled, when they were reconciled and who did the reconciliation using CDA® constructs and FHIR® Resource attributes"
