"package_id","realm","fhir_version","name","country","category","description"
"ihe.iti.dsubm","International","4.0.1","Document Subscription for Mobile (DSUBm)","uv","Clinical Documents","The Document Subscription for Mobile (DSUBm) profile provides a FHIR based subscription and notification mechanisms for Document Sharing. Enabling a subscription and notification when a document publication event matches the criteria expressed in the subscription."
"fhir.hrsa.uds-plus","US","4.0.1","HRSA Uniform Data System (UDS) Patient Level Submission (PLS) (UDS+ or uds-plus) FHIR IG","us","Surveillience / Reporting","UDS+ is part of HRSA`s modernization initiatives and requires health centers to report data annually as part of the funding grants. UDS is a standard data set that provides consistent information about Federally Qualified Health Centers. It is the source of non duplicated data for the entire scope of services included in the grant or designation for the calendar year. HRSA uses UDS data to assess the impact and performance of the Health Center Program, and to promote data-driven quality improvement"
"hl7.fhir.uv.pharm-quality","International","5.0.0","Pharmaceutical Quality (Industry)","uv","Pharmaceutical","The FHIR resource profiles specified in this implementation guide represent data in the ICH Quality Guidelines (https://www.ich.org/page/quality-guidelines). This implementation guide defines universal realm structured data elements to support structured authoring (e.g., master data; advanced analysis) for the creation and exchange of Quality information internationally."
"hl7.fhir.uv.cql","International","4.0.1","Using CQL with FHIR Implementation Guide","uv","Infrastructure","The Using CQL with FHIR implementation guide defines profiles, operations and guidance for the use of CQL with FHIR, both as a mechanism for querying, as well as inline and integrated usage as part of knowledge artifacts."
"hl7.fhir.us.resp-net","US","4.0.1","Respiratory Virus Hospitalization Surveillance Network (RESP-NET) Content Implementation Guide","us","Medication / Immunization","The Respiratory Virus Hospitalization Surveillance Network (RESP-NET) comprises three platforms that conduct population-based surveillance for laboratory-confirmed hospitalizations associated with COVID-19, Influenza, and Respiratory Syncytial Virus (RSV) among children and adults."
"hl7.fhir.us.pdmp","US","4.0.1","US Prescription Drug Monitoring Program (PDMP)","us","Medications / Immunizations","Guidance on the use of FHIR resources and search operations to allow requestors (prescribers, pharmacists, others) to obtain a patient's medication records held in one or more Prescription Drug Monitoring Programs (PDMPs).  Also describes how the information supplied by the PDMPs is contained in the other information exchanges in the larger PDMP environment."
"hl7.fhir.us.medication-rems","US","4.0.1","US Medication REMS","us","Medications / Immunizations","A Risk Evaluation and Mitigation Strategies (REMS) is a drug safety program that the U.S. FDA requires for certain medications with serious safety concerns. Complying with REMS can introduce manual work for the provider and potential delays in getting the medication to the patient. This IG provides guidance on using FHIR to automate notifications and information exchange between the provider and the REMS Administrator--to reduce burden on the provider and prevent delays in patient care."
"hl7.fhir.uv.cardx-htn-mng","International","4.0.1","CardX Hypertension Management IG","uv","Diagnostics","This implementation guide is intended to increase the quality of blood pressure data observed by the patient taken in a non-clinical setting or at home."
"hl7.fhir.us.pq-cmc-fda","US","5.0.0","Pharmaceutical Quality - Chemistry, Manufacturing and Controls (PQ-CMC) Submissions to FDA","us","Pharmaceutical","The FDA PQ-CMC FHIR IG is for submission of structured and standardized information regarding drug product quality, chemistry, manufacturing and processes controls.  This data is intended for submission to the US FDA by biopharmaceutical companies for the purpose of drug application review."
"hl7.fhir.uv.tools","International","5.0.0","HL7 Tools Extension IG","uv","Infrastructure","Definitions of the code systems and extensions used by the FHIR tools (validators, code generators, IG publication, etc)"
"ndhm.in","IN","4.0.1","FHIR Implementation Guide for ABDM","in","National Base","FHIR Implementation Guide for Ayushman Bharat Digital Mission"
"ihe.pcc.odh","International","4.0.1","IHE FHIR Profile: Occupational Data for Health (ODH) - International","uv","Clinical Observations","This IG covers the specific data that covers past or present jobs, usual work, employment status, retirement date and combat zone period for the subject. It also includes the past or present jobs and usual work of other household members. This IG is International scope"
"hl7.fhir.eu.extensions","EU","5.0.0","HL7 Europe Extensions","eu","Extensions","This guide lists the extensions specified for the European REALM."
"hl7.fhir.it.lab-report","IT","4.0.1","HL7 FHIR Implementation Guide Laboratory Report","it","Diagnostics","This guide defines a set of common rules to be applied to HL7 FHIR to represent a Laboratory Report in the Italian Context, coherently with the European FHIR Implementation Guide"
"hl7.at.fhir.gkl.ig-tooling","AT","4.0.1","IG Tooling by GKL","at","Research","This IG is built in order to describe the IG tooling."
"hl7.fhir.uv.fhir-clinical-document","International","4.0.1","FHIR Clinical Documents","uv","Clinical Documents","The FHIR Clinical Document Implementation Guide is a canonical representation of a clinical document in FHIR. The IG serves as a common universal starting point for those creating their own FHIR clinical document specifications, and supports those CDA users wishing to migrate to a FHIR-based representation of clinical documents."
"hl7.fhir.uv.smart-health-cards-and-links","International","4.0.1","SMART Health Cards and Links FHIR IG","uv","Communications","This Implementation Guide defines secure, standards-based mechanisms for individuals to store, share, and manage their health data. It encompasses SMART Health Cards (SHC) for verifiable clinical records and SMART Health Links (SHL) for flexible sharing of FHIR data, including patient-supplied information, dynamic records, and authorization delegation."
"hl7.fhir.nl.zorgviewer","NL","3.0.2","RIVO-Noord Zorgviewer","nl","EHR Access","De zorgviewer biedt zorgverleners een 360° beeld van de patiënt of cliënt. Opgebouwd uit alle beschikbare zorginformatie, waarvoor de patiënt of cliënt toestemming heeft gegeven."
"ihe.pcc.maps","International","4.0.1","Mobile Antepartum Summary","uv","Clinical Observations","Antepartum Summary is a content profile that defines the structure for the aggregation of significant events, diagnoses, and plans of care derived from the visits over the course of an antepartum episode."
"ihe.pcc.maps.us","US","4.0.1","Mobile Antepartum Summary US Realm","us","Clinical Observations","Antepartum Summary is a content profile that defines the structure for the aggregation of significant events, diagnoses, and plans of care derived from the visits over the course of an antepartum episode."
"ihe.iti.fais","International","4.0.1","IHE ITI Finance and Insurance Services","uv","Financial","The Finance and Insurance Service (FAIS) stores, categorizes, and facilitates the administration of centralized claims and finance data for patient care. The service receives claims/financial data from Point of Service applications (including financing applications acting as a point of service interface outside of other PoS systems) and curates the management of them."
"ihe.iti.scheduling","International","4.0.1","IHE ITI Scheduling","uv","Administration","The IHE FHIR Scheduling Profile is a specification providing FHIR APIs and guidance for access to and booking of appointments for patients by both patient and practitioner end users. This specification is based on FHIR Version 4 and specifically the Schedule, Slot, and Appointment resources, and on the previous work of the [Argonaut Project](https://fhir.org/guides/argonaut/scheduling/release1/)"
"hl7.fhir.us.smp","US","4.0.1","US Standardized Medication Profile (SMP)","us","Medications ","Standardized Medication Profile"
"hl7.fhir.uv.dicom-sr","International","5.0.0","DICOM® SR to FHIR Resource Mapping IG","uv","Imaging","Provides guidance for extracting key content from DICOM Structured Report (SR) objects into FHIR Observations  to make use of the results with  the larger hospital enterprise."
"hl7.fhir.us.nhsn-dqm","US","4.0.1","National Healthcare Safety Network (NHSN) Digital Quality Measure (dQM) Reporting Implementation Guide","us","Medication / Immunization","This implementation guide creates a framework for reporting to the National Healthcare Safety Network (NHSN) using digital quality measures (dQMs). NHSN will create FHIR Measure resources that comply with this framework and receive the resulting MeasureReport and related resources. The Measure resources will be processed by a measure evaluation engine, which can either pull data from an EHR FHIR API for evaluation, or be implemented inside an EHR directly."
"hl7.fhir.uv.application-feature","International","4.0.1","FHIR Application Feature Framework Implementation Guide","uv","Infrastructure","This IG defines profiles and extensions to implement features that were formerly considered for what was known as CapabilityStatement2. This includes a terminology-based approach to managing new assertions around system capabilities, which will allow for feature negotiation."
"hl7.fhir.uv.termchangeset","International","4.0.1","Terminology Change Set Exchange","uv","Terminology","This IG provides profiles and implementation guidance for exchanging terminology change sets that include full semantic detail from the source terminology utilizing the CodeSystem resource.  It also addresses exchanging terminology change sets containing provisional concepts not yet incorporated in source terminologies. Analysis of semantic detail to include in a change set is informed by the Tinkar Standardized Terminology Knowledgebase (https://www.hl7.org/implement/standards/product_brief.cfm?product_id=573) Reference Model, and mappings from that model are included on CodeSystem profiles."
"hl7.fhir.uv.lab-report","International","4.0.1","HL7 Laboratory Report","uv","Diagnostics","Universal implementation guide for laboratory reporting using FHIR (based on FHIR document or DiagnosticReport)"
"dk.ehealth.sundhed.fhir.ig.core","DK","4.0.1","FUT Infrastructure","dk","Frameworks","The Danish eHealth Infrastructure Implementation Guide defines a set of FHIR profiles with extensions and bindings needed to create interoperable, quality-focused applications."
"smart.who.int.base","International","4.0.1","SMART Base","uv","SMART (WHO)","Base SMART Guidelines implementation guide to be used as the base dependency for all SMART Guidelines IGs"
"smart.who.int.ts","International","4.0.1","SMART TS","uv","SMART (WHO)","SMART Guidelines Terminology artifacts and resources to be used as the across all SMART Guidelines IGs"
"smart.who.int.icvp","International","4.0.1","SMART ICVP","uv","SMART (WHO)","SMART Guidelines for International Certificate for Vaccination or Prophylaxis"
"smart.who.int.trust-phw","International","4.0.1","SMART TRUST PHW","uv","SMART (WHO)","Specifications for usage of Personal Health Wallet (PHW) with WHO GDHCN Trust Network"
"who.ddcc","International","4.0.1","WHO Digital Documentation of COVID-19 Certificates (DDCC)","uv","SMART (WHO)","This WHO Digital Documentation of COVID-19 Certificates (DDCC) Implementation Guide details how to use Health Level 7 (HL7) Fast Healthcare Interoperability Resources (FHIR) for consistent digital representation of COVID-19 certificates and interoperability"
"smart.who.int.trust","International","5.0.0","SMART Trust","uv","Privacy / Security","SMART Trust Implementation Guide"
"smart.who.int.dak-immz","International","4.0.1","SMART DAK IMMZ","uv","SMART (WHO)","SMART Guidelines Digital Adaptation Kit (DAK) for Immunizations"
"smart.who.int.dak-ccc","International","4.0.1","SMART DAK CCC","uv","SMART (WHO)","SMART Guidelines Digital Adaptation Kit (DAK) for Clinical Care in Crises (CCC)"
"smart.who.int.dak-tb","International","4.0.1","SMART DAK TB","uv","SMART (WHO)","SMART Guidelines Digital Adaptation Kit (DAK) for tuberculosis (TB)"
"smart.who.int.ips-pilgrimage","International","4.0.1","SMART Verifiable IPS for Pilgrimage","uv","SMART (WHO)","SMART Verifiable IPS for Pilgrimage"
"smart.who.int.ig-starter-kit","International","4.0.1","SMART Guidelines Starter Kit","uv","SMART (WHO)","SMART Guidelines Starter Kit"
"smart.who.int.dak-bds","International","4.0.1","SMART DAK BDS","uv","SMART (WHO)","SMART Digital Adaptation Kit (DAK) for birth defects surveillance (BDS)"
"smart.who.int.pcmt","International","4.0.1","SMART PCMT","uv","SMART (WHO)","SMART Product Catalog"
"smart.who.int.dak-smbp","International","4.0.1","SMART DAK SMBP","uv","SMART (WHO)","SMART Digital Adaptation Kit (DAK) for self-monitoring of blood pressure in pregnancy (SMBP)"
"smart.who.int.ra","International","4.0.1","Reference Architecture","uv","SMART (WHO)","The Reference Architecture Implementation Guide to be used as a starting point for building infrastructure with the SMART Guidelines approach"
"smart.who.int.pcmt-vaxprequal","International","4.0.1","SMART Product Dataset for Prequalified Vaccines","uv","SMART (WHO)","Data exchange specifications for Product Catalog supporting the SMART Guidelines"
"smart.who.int.anc","International","4.0.1","WHO SMART Guidelines - ANC","uv","SMART (WHO)","SMART Guidelines for Antenatal Care (ANC)"
"smart.who.int.dak-pnc","International","4.0.1","SMART DAK PNC","uv","SMART (WHO)","SMART Digital Adaptation Kit (DAK) for Postnatal Care"
"hl7.fhir.us.davinci-pr","US","4.0.1","DaVinci Postable Remittance FHIR Implementation Guide","us","Financial","This IG provides a FHIR API to search for and retrieve a copy of a previously issued postable remittance."
"hl7.fhir.uv.cqm","International","4.0.1","Quality Measure Implementation Guide","uv","Quality / CDS","The Quality Measure Implementation Guide (QM IG) describes an approach to representing Quality Measures (QMs) using the FHIR Clinical Reasoning Module and Clinical Quality Language (CQL). This Implementation Guide can be used for multiple use cases across many domains."
"ca.argentixinfo.howtopub","CA","4.0.1","How to Publish a FHIR Implementation Guide","ca","Infrastructure","An instruction guide showing how to use the HL7 IG Publisher's -go-publish feature to publish an implementation guide to a website."
"hl7.fhir.uv.phr","International","4.0.1","Standard Personal Health Record","uv","Personal Healthcare","A specifcation for a standard personal health record file format, for collecting and assembling longitudinal records from multiple EHR vendors."
"hl7.fhirpath","International","4.0.1","FHIRPath Specification","uv","Infrastructure","FHIRPath specification"
"ch.fhir.ig.ch-vacd","CH","4.0.1","CH VACD (R4)","ch","National Base","The CH VACD implementation guide describes the FHIR representation of the defined documents for the exchange of immuniuzation"
"ch.fhir.ig.ch-allergyintolerance","CH","4.0.1","CH-AllergyIntolerance (R4)","ch","National Base","Swiss Implementation Guide for Allergy & Intolerance based on the recommendations of the interprofessional working group EPR (IPAG)."
"ch.fhir.ig.ch-lab-order","CH","4.0.1","CH LAB-Order (R4)","ch","National Base","Swiss Implementation Guide for the exchange of order data in the laboratory sector."
"ch.fhir.ig.ch-etoc","CH","4.0.1","CH eTOC (R4)","ch","National Base","Transition of Care Implementation Guide based on the IPAG report."
"ch.fhir.ig.ch-atc","CH","4.0.1","CH ATC (R4)","ch","National Base","The profile CH ATC defines the audit trail consumption requirements for the EPR in Switzerland which a community has to provide for a patients audit trail."
"ch.fhir.ig.ch-elm","CH","4.0.1","Observations of notifiable communicable infectious diseases","ch","Medication / Immunization","CH ELM is a project of the Swiss Federal Office of Public Health (FOPH), Communicable Diseases Division, to enable laboratories to send their observations of notifiable communicable infectious diseases to the FOPH electronically."
"ch.fhir.ig.ch-lab-report","CH","4.0.1","CH LAB-Report (R4)","ch","National Base","Implementation Guide for Laboratory Reports in Switzerland."
"ch.fhir.ig.ch-emed-epr","CH","4.0.1","FHIR eMedication exchange formats for the implementation effort of CARA within its EPR community","ch","Medications / Immunizations","FHIR eMedication exchange formats for the implementation effort of CARA within its EPR community."
"ch.fhir.ig.ch-term","CH","4.0.1","CH Term (R4)","ch","National Base","FHIR implementation guide containing terminology that is used in Switzerland for the core profiles, various exchange formats and also in the context of the Swiss electronic patient record (EPR)."
"ch.fhir.ig.ch-epr-fhir","CH","4.0.1","CH EPR FHIR (R4)","ch","National Base","This national extension provides a FHIR based API for the Swiss EPR by extending the IHE FHIR based mobile profiles."
"ch.fhir.ig.ch-ips","CH","4.0.1","CH IPS (R4)","ch","National Base","Swiss IPS based on the International Patient Summary Implementation Guide."
"ch.fhir.ig.ch-rad-order","CH","4.0.1","CH RAD-Order (R4)","ch","National Base","Based on the CH ORF Implementation Guide for Order & Referral in the Radiology domain to achieve a syntactical and semantically consistent cross enterprise information exchange."
"hl7.at.fhir.core.r5","AT","5.0.0","HL7® Austria FHIR® Core Implementation Guide","at","National Base","A FHIR® Implementation Guide for the HL7® Austria FHIR® Core Profiles."
"hl7.at.fhir.core.r4","AT","4.0.1","HL7® Austria FHIR® Core Implementation Guide","at","National Base","A FHIR® Implementation Guide for the HL7® Austria FHIR® Core Profiles."
"hl7.fhir.uv.tx-ecosystem","International","5.0.0","HL7 Terminology Ecosystem IG","uv","Infrastructure","Terminology Ecosystem documentation and test cases"
"hl7.fhir.dk.smart","DK","4.0.1","HL7 FHIR Implementation Guide: DK SMART","dk","National Base","Base danish national implementation guide for SMART"
"hl7.fhir.uv.cds-hooks","International","4.0.1","CDS Hooks Specification","uv","Clinical Decision Support","CDA-Hooks Specification"
"hl7.fhir.uv.cds-hooks-library","International","4.0.1","CDS Hooks Hook Library","uv","Clinical Decision Support","CDS Hooks Hook Library"
"hl7.fhir.be.nihdi-terminology","BE","4.0.1","NIHDI Terminology Profiles for Belgium","be","National Base","NIHDI Terminology Profiles for Belgium"
"hl7.fhir.us.pacio-toc","US","4.0.1","PACIO Transitions of Care Implementation Guide","us","Clinical Documents","Transitions of Care Implementation Guide"
"hl7.fhir.us.safr","US","4.0.1","US Situational Awareness Framework for Reporting (US SAFR) Implementation Guide","us","Public Health","Situational Awareness Framework for Reporting (US SAFR)"
"hl7.fhir.us.pco","US","4.0.1","Person-Centered Outcomes (PCO) Implementation Guide","us","Care Management","Person-Centered Outcomes (PCO) Implementation Guide"
"hl7.fhir.uv.cgm","International","4.0.1","Continuous Glucose Monitoring","uv","Diagnostics","Continuous Glucose Monitoring"
"hl7.fhir.us.cql","US","4.0.1","Common CQL Assets for FHIR (US-Based)","us","Quality/CDS","Common CQL Assets for FHIR"
"hl7.fhir.uv.cow","International","4.0.1","Clinical Order Workflows","uv","Care Management","Clinical Order Workflows"
"hl7.ehrs.uv.ehrsfmr2","International","5.0.0","HL7 Electronic Health Record System Functional Model, Release 2.1.1","uv","EHR-S Family","Electronic Health Record System Functional Model"
"hl7.ehrs.uv.phrsfmr2","International","5.0.0","HL7 Personal Health Record System Functional Model, Release 2","uv","EHR-S Family","Personal Health Record System Functional Model"
"myhealth.eu.fhir.laboratory","EU","4.0.1","MyHealth@Eu Laboratory Report","eu","Laboratory Report","MyHealth@EU Laboratory Report Implementaion Guide for European Cross border services."
"medcom.fhir.dk.xdsmetadata","DK","4.0.1","Dk Terminology for XDS Metadata","dk","Clinical Documents","MedCom Terminology for XDS Metadata"
"hl7.fhir.eu.base","EU","4.0.1","HL7 Europe Base and Core (R4)","eu","Regional Base","This guide lists the base and core profiles - FHIR R4 - specified for the European REALM."
"hl7.fhir.eu.base-r5","EU","5.0.0","HL7 Europe Base and Core (R5)","eu","Regional Base","This guide lists the base and core profiles  - FHIR R5 - specified for the European REALM."
"hl7.fhir.eu.imaging-r5","EU","5.0.0","HL7 Europe Imaging Study Report","eu","Imaging","This implementation guide specifies imaging study data in the European context, as defined in eHN Imaging Studies and Reports and refined by XtEHR Imaging Logical Model, as a FHIR model."
"hl7.fhir.eu.hdr","EU","4.0.1","HL7 Europe Hospital Discharge Report","eu","Discharge Report","This implementation guide specifies the Hospital Discharge Report in the European context, as defined in eHN Hospital Discharge Report guidelines."
"hl7.fhir.eu.mpd","EU","4.0.1","HL7 Europe Medication Prescription and Dispense","eu","Medication Management","This guide describes how to represent in HL7 FHIR Prescription and Dispense in the European context. (FHIR R4)"
"hl7.fhir.eu.mpd-r5","EU","5.0.0","HL7 Europe Medication Prescription and Dispense","eu","Medication Management","This guide describes how to represent in HL7 FHIR Prescription and Dispense in the European context. (FHIR R5)"
"hl7.eu.fhir.xshare-ips-plus","EU","4.0.1","xShare Project xShare Project IPS+ Implementation Guide","eu","EHDS","This guide provides instructions to help you understand and implement your product in accordance with the xShare IPS+, facilitating in the access and adoption of the selected specifications."
"hl7.eu.fhir.xshare-yb","EU","4.0.1","xShare Project Yellow Button Implementation Guide","eu","EHDS","xShare envisions everyone sharing their health data in European Electronic Health Record Exchange Format (EEHRxF) with a click-of-a-button - the xShare yellow button - to be featured across health portals and patient apps, allowing people to exercise their data portability rights under GDPR."
"ihe.qrph.ccg","International","4.0.1","Computable Care Guidelines (CCG)","uv","Computable Care Guidelines","The IHE Computable Care Guidelines (CCG) Profile specifies a normative grammar and a normative transaction processing model that allows evidence-based care recommendations to be expressed in a way that a digital health solution can ingest and operationalize. This is an implementable and conformance-testable specification. It is targeted to regulated healthcare markets where the support for multiple conditions is an important requirement. The CCG Profile supports jurisdictions that want to leverage digital health to systemically improve the adoption of guideline-adherent best practices across an entire care delivery network."
"ihe.pharm.mpd","International","5.0.0","Medication Prescription and Dispense (MPD)","uv","Medication","The Medication Prescription and Dispense (MPD) profile defines profiles and actors for interoperable systems handling medication ordering and dispensing."
"unicas-ig","ES","5.0.0","ÚNICAS Rare Diseases HL7 FHIR Implementation Guide","es","Rare Diseases","This is the implementation guide for ÚNICAS, a project whose objective is to create an ecosystem of partnerships to improve healthcare for pediatric patients with complex rare diseases. Through the network within the National Health System, the project aims to improve the diagnosis and care of patients with rare diseases. Published by TIC Salut Social, CatSalut Departament de Salut de Catalunya, Sistema Nacional de Salud Ministerio de Sanidad de España"
"de.fhir.medication","DE","4.0.1","Medication IG DE","de","National Base","Developed for the German healthcare context, this specification provides a set of profiles and extensions for medication management, currently focused on Dosage and Timing, based on FHIR R4."
"hl7.fhir.uv.omop","International","5.0.0","Vulcan FHIR to OMOP FHIR Implementation Guide","uv","research","This IG delivers FHIR‑to‑OMOP Logical Models, StructureMaps, and pragmatic, hands‑on implementer guidance, enabling you to: Transform data uniformly with minimal information loss, Accelerate observational research and real‑world‑evidence generation with FHIR, and Cut costs and time through faster, more consistent ETL pipelines"
"hl7.fhir.uv.cardx-cied","International","5.0.0","CardX - Cardiac Implantable Electronic Devices","uv","Care Management","The CardX - Cardiac Implantable Electronic Devices IG defines universal standards to enable interoperable data exchange for CIED use cases and data. The IG consists of FHIR profiles, extensions, transactions, and value sets needed to represent, query for, and exchange data for evidence-based management of CIED patients."
"hl7.fhir.uv.pharmaceutical-research-protocol","International","6.0.0","Pharmaceutical Clinical Trial Protocols","uv","Research","The IG covers a range of use cases for digital representation of a Clinical Trial protocol.   The simplest use case is document oriented submission of a protocol to a Regulator. Complex use cases require detailed machine processable representation of a protocol."
"hl7.fhir.us.cdc-opioid-cpg","US","4.0.1","Data Exchange Profiles for 2022 CDC Clinical Practice Guideline for Prescribing Opioids","us","Quality/CDS","Defines exchange expectations for systems that implement the CDC's Clinical Practice Guideline for Prescribing Opioids, both in terms of the data required to evaluate whether recommendations are applicable, as well as the data required to represent proposals resulting from those recommendations."
"hl7.xprod.uv.piqi","International","5.0.0","HL7 Informative Document: Patient Information Quality Improvement (PIQI) Framework, Edition 1","uv","Frameworks","The Patient Information Quality Improvement Framework or PIQI Framework (pronounced ‘picky’) creates a standard approach to evaluating data quality of patient-centric healthcare information. PIQI prioritizes portability and reusability, enabling seamless integration into various systems irrespective of the data source."
"cori.fhir.ig.wrig","US","4.0.1","US HR1 Medicaid Work Requirements IG (proposed, not supported by CMS)","us","Care Management","Profiles and implementation details for US HR1 Medicaid Work Requirements exemption and activity verification."
"fhir.astp.bhp","US","4.0.1","US Behavioral Health Profiles","us","Care Management","The United States Core Data for Interoperability (USCDI) Plus Behavioral Health (BH) dataset (also referred to as USCDI+ BH) aims to enhance the exchange and interoperability of behavioral health information across healthcare systems in the United States. Building on the USCDI foundation, this dataset addresses the unique needs and challenges associated with behavioral health data. It is designed to facilitate behavioral health integration with other healthcare services, support better clinical decision-making, and improve patient outcomes."
"csiro.stars","AU","5.0.0","Csiro Stars","au","Diagnostics","The STARS network provides restricted sample submission. This implementation guide outlines the requirements for users to implement a common standard FHIR protocol to transfer specimen information between laboratories for the purpose of testing."
"hl7.fhir.pl.base.r5","PL","5.0.0","PL Base (R5)","pl","Regional Base","This guide lists the base profiles specified for the Polish realm."
"bd.fhir.core","BD","4.0.1","Bangladesh FHIR Implementation Guide - Core Profiles","bd","National Base","National base profiles, CodeSystems, and ValueSets for Bangladesh, developed and maintained by the Directorate General of Health Services (DGHS), Ministry of Health and Family Welfare."
"org.sql-on-fhir.ig","International","5.0.0","SQL on FHIR","uv","Infrastructure","A specification for defining portable views of FHIR data that can be easily queried using tools such as SQL."
"iknl.fhir.r4.pzp","NL","4.0.1","Advance Care Planning (PZP)","nl","Care Management","This implementation guide supports the Advance Care Planning (ACP) information standard (Dutch: Proactieve Zorgplanning) and is intended for use within the palliative care domain in the Netherlands."
"iknl.fhir.stu3.pzp","NL","3.0.2","Advance Care Planning (PZP)","nl","Care Management","This implementation guide supports the Advance Care Planning (ACP) information standard (Dutch: Proactieve Zorgplanning) and is intended for use within the palliative care domain in the Netherlands."
